[2025-08-13 16:18:15] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-21 14:30:42] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 271 criada | Status: sucesso
[2025-08-21 14:31:21] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-063 criado | Status: sucesso
[2025-08-21 14:31:21] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 272 criada | Status: sucesso
[2025-08-21 14:33:24] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=30 | Status: sucesso
[2025-08-21 14:51:51] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-121 criado | Status: sucesso
[2025-08-21 14:51:51] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 273 criada | Status: sucesso
[2025-08-21 14:53:29] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-064 criado | Status: sucesso
[2025-08-21 14:53:29] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 274 criada | Status: sucesso
[2025-08-21 14:53:57] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=31 | Status: sucesso
[2025-08-21 15:09:40] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-122 criado | Status: sucesso
[2025-08-21 15:09:40] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 275 criada | Status: sucesso
[2025-08-21 15:10:24] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-065 criado | Status: sucesso
[2025-08-21 15:10:24] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 276 criada | Status: sucesso
[2025-08-21 15:10:43] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=32 | Status: sucesso
[2025-08-21 15:11:19] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-123 criado | Status: sucesso
[2025-08-21 15:11:19] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 277 criada | Status: sucesso
[2025-08-21 15:11:47] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-066 criado | Status: sucesso
[2025-08-21 15:11:47] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 278 criada | Status: sucesso
[2025-08-21 15:12:09] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=33 | Status: sucesso
[2025-08-21 15:12:59] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=33 | Status: sucesso
[2025-08-22 07:53:05] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-22 07:53:05] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-22 07:53:48] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-22 07:54:03] Usuario: sistema | Acao: LOGIN | Detalhes: Tentativa de login falhou para usuário: admin_01 | Status: erro
[2025-08-22 07:54:10] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 07:54:10] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 07:55:27] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 07:56:32] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 07:56:32] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 07:57:47] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 07:58:18] Usuario: tecnico_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: tecnico, Nome: Técnico 01 | Status: sucesso
[2025-08-22 07:58:18] Usuario: tecnico_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 07:58:27] Usuario: tecnico_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: tecnico, Nome: Técnico 01 | Status: sucesso
[2025-08-22 07:58:51] Usuario: tecnico_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: tecnico, Nome: Técnico 01 | Status: sucesso
[2025-08-22 07:58:51] Usuario: tecnico_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 07:59:18] Usuario: tecnico_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: tecnico, Nome: Técnico 01 | Status: sucesso
[2025-08-22 07:59:33] Usuario: usuario_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-22 07:59:37] Usuario: usuario_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 07:59:40] Usuario: usuario_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-22 07:59:49] Usuario: master | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-22 08:00:20] Usuario: master | Acao: LOGOUT | Detalhes: Logout realizado - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-22 08:00:26] Usuario: usuario_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-22 08:00:26] Usuario: usuario_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 08:00:34] Usuario: usuario_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-22 08:00:55] Usuario: usuario_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-22 08:00:55] Usuario: usuario_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 08:01:22] Usuario: usuario_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: usuario, Nome: Usuário 01 | Status: sucesso
[2025-08-22 08:01:34] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 08:01:34] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 08:02:33] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 08:02:44] Usuario: sistema | Acao: LOGIN | Detalhes: Tentativa de login falhou para usuário: admin_02 | Status: erro
[2025-08-22 08:02:53] Usuario: master | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-22 08:03:28] Usuario: master | Acao: LOGOUT | Detalhes: Logout realizado - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-22 08:03:43] Usuario: sistema | Acao: LOGIN | Detalhes: Tentativa de login falhou para usuário: admin_02 | Status: erro
[2025-08-22 08:03:55] Usuario: sistema | Acao: LOGIN | Detalhes: Tentativa de login falhou para usuário: admin_02 | Status: erro
[2025-08-22 08:04:04] Usuario: master | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-22 08:04:18] Usuario: master | Acao: LOGOUT | Detalhes: Logout realizado - Nível: master, Nome: Master Admin | Status: sucesso
[2025-08-22 08:04:29] Usuario: admin-02 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: admin 02 | Status: sucesso
[2025-08-22 08:04:29] Usuario: admin-02 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_02.db | Status: sucesso
[2025-08-22 08:04:50] Usuario: admin-02 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: admin 02 | Status: sucesso
[2025-08-22 08:04:59] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 08:04:59] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-22 09:55:44] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-22 09:55:44] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-22 10:38:29] Usuario: admin_wh | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-22 10:38:39] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-22 10:38:39] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-25 07:50:40] Usuario: admin_01 | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-25 07:50:40] Usuario: admin_01 | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_01.db | Status: sucesso
[2025-08-25 08:06:36] Usuario: admin_01 | Acao: LOGOUT | Detalhes: Logout realizado - Nível: admin, Nome: Admin 01 | Status: sucesso
[2025-08-25 08:06:44] Usuario: admin_wh | Acao: LOGIN | Detalhes: Login realizado com sucesso - Nível: admin, Nome: Admin WH | Status: sucesso
[2025-08-25 08:06:44] Usuario: admin_wh | Acao: ESCOLHER_EMPRESA | Detalhes: Empresa selecionada: empresa_wh.db | Status: sucesso
[2025-08-25 08:41:46] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-124 criado | Status: sucesso
[2025-08-25 08:41:46] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 279 criada | Status: sucesso
[2025-08-25 08:42:02] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-125 criado | Status: sucesso
[2025-08-25 08:42:02] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 280 criada | Status: sucesso
[2025-08-25 08:42:17] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-126 criado | Status: sucesso
[2025-08-25 08:42:17] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 281 criada | Status: sucesso
[2025-08-25 08:43:15] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-070 criado | Status: sucesso
[2025-08-25 08:43:15] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 282 criada | Status: sucesso
[2025-08-25 08:44:09] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-071 criado | Status: sucesso
[2025-08-25 08:44:09] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 283 criada | Status: sucesso
[2025-08-25 08:44:37] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-067 criado | Status: sucesso
[2025-08-25 08:44:37] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 284 criada | Status: sucesso
[2025-08-25 08:45:29] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-068 criado | Status: sucesso
[2025-08-25 08:45:29] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 285 criada | Status: sucesso
[2025-08-25 08:46:00] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-069 criado | Status: sucesso
[2025-08-25 08:46:00] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 286 criada | Status: sucesso
[2025-08-25 08:47:55] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=34 | Status: sucesso
[2025-08-25 09:56:06] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-127 criado | Status: sucesso
[2025-08-25 09:56:06] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 287 criada | Status: sucesso
[2025-08-25 09:56:26] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-128 criado | Status: sucesso
[2025-08-25 09:56:26] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 288 criada | Status: sucesso
[2025-08-25 09:56:48] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-129 criado | Status: sucesso
[2025-08-25 09:56:48] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 289 criada | Status: sucesso
[2025-08-25 10:07:32] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-072 criado | Status: sucesso
[2025-08-25 10:07:32] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 290 criada | Status: sucesso
[2025-08-25 10:08:11] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-073 criado | Status: sucesso
[2025-08-25 10:08:11] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 291 criada | Status: sucesso
[2025-08-25 10:08:37] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-070 criado | Status: sucesso
[2025-08-25 10:08:37] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 292 criada | Status: sucesso
[2025-08-25 10:09:01] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-071 criado | Status: sucesso
[2025-08-25 10:09:01] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 293 criada | Status: sucesso
[2025-08-25 10:09:41] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-072 criado | Status: sucesso
[2025-08-25 10:09:41] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 294 criada | Status: sucesso
[2025-08-25 10:12:42] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=35 | Status: sucesso
[2025-08-25 10:39:09] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-130 criado | Status: sucesso
[2025-08-25 10:39:09] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 295 criada | Status: sucesso
[2025-08-25 10:39:23] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-131 criado | Status: sucesso
[2025-08-25 10:39:23] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 296 criada | Status: sucesso
[2025-08-25 10:39:42] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-132 criado | Status: sucesso
[2025-08-25 10:39:42] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 297 criada | Status: sucesso
[2025-08-25 10:40:25] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-074 criado | Status: sucesso
[2025-08-25 10:40:25] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 298 criada | Status: sucesso
[2025-08-25 10:40:52] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-075 criado | Status: sucesso
[2025-08-25 10:40:52] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 299 criada | Status: sucesso
[2025-08-25 10:41:32] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-073 criado | Status: sucesso
[2025-08-25 10:41:32] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 300 criada | Status: sucesso
[2025-08-25 10:41:55] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-074 criado | Status: sucesso
[2025-08-25 10:41:55] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 301 criada | Status: sucesso
[2025-08-25 10:42:27] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-075 criado | Status: sucesso
[2025-08-25 10:42:27] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 302 criada | Status: sucesso
[2025-08-25 10:43:44] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=36 | Status: sucesso
[2025-08-25 10:52:43] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-133 criado | Status: sucesso
[2025-08-25 10:52:43] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 303 criada | Status: sucesso
[2025-08-25 10:53:19] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-076 criado | Status: sucesso
[2025-08-25 10:53:19] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 304 criada | Status: sucesso
[2025-08-25 10:54:18] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-077 criado | Status: sucesso
[2025-08-25 10:54:18] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 305 criada | Status: sucesso
[2025-08-25 10:54:40] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-076 criado | Status: sucesso
[2025-08-25 10:54:40] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 306 criada | Status: sucesso
[2025-08-25 10:55:00] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-077 criado | Status: sucesso
[2025-08-25 10:55:00] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 307 criada | Status: sucesso
[2025-08-25 10:55:39] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-078 criado | Status: sucesso
[2025-08-25 10:55:39] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 308 criada | Status: sucesso
[2025-08-25 11:01:25] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:01:25] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:02:04] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:02:04] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:03:00] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:03:00] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:04:35] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:04:35] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:08:16] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:08:16] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:10:47] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:10:47] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:11:11] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:11:11] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:14:39] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:14:39] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:15:00] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:15:00] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:17:44] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:17:44] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:19:31] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:19:31] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:20:09] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:20:09] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:20:47] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:20:47] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:21:23] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:21:23] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:23:58] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:23:58] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:24:19] Usuario: admin_wh | Acao: atualizar_cabo | Detalhes: Cabo ID 306 atualizado | Status: sucesso
[2025-08-25 11:24:19] Usuario: admin_wh | Acao: atualizar_conexao_cabo | Detalhes: Conexão de cabo 309 atualizada | Status: sucesso
[2025-08-25 11:25:16] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=37 | Status: sucesso
[2025-08-25 11:38:40] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-134 criado | Status: sucesso
[2025-08-25 11:38:40] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 309 criada | Status: sucesso
[2025-08-25 11:39:09] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-079 criado | Status: sucesso
[2025-08-25 11:39:09] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 310 criada | Status: sucesso
[2025-08-25 11:39:37] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=38 | Status: sucesso
[2025-08-25 11:46:23] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-135 criado | Status: sucesso
[2025-08-25 11:46:23] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 311 criada | Status: sucesso
[2025-08-25 11:46:47] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-080 criado | Status: sucesso
[2025-08-25 11:46:47] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 312 criada | Status: sucesso
[2025-08-25 11:47:09] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=39 | Status: sucesso
[2025-08-25 11:51:40] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-136 criado | Status: sucesso
[2025-08-25 11:51:40] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 313 criada | Status: sucesso
[2025-08-25 11:52:08] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-081 criado | Status: sucesso
[2025-08-25 11:52:08] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 314 criada | Status: sucesso
[2025-08-25 11:52:34] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=40 | Status: sucesso
[2025-08-25 11:55:35] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-137 criado | Status: sucesso
[2025-08-25 11:55:35] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 315 criada | Status: sucesso
[2025-08-25 11:55:53] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-082 criado | Status: sucesso
[2025-08-25 11:55:54] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 316 criada | Status: sucesso
[2025-08-25 11:56:10] Usuario: admin_wh | Acao: salvar_layout | Detalhes: sala_id=41 | Status: sucesso
[2025-08-25 12:07:21] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-138 criado | Status: sucesso
[2025-08-25 12:07:21] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 317 criada | Status: sucesso
[2025-08-25 12:07:40] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-139 criado | Status: sucesso
[2025-08-25 12:07:40] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 318 criada | Status: sucesso
[2025-08-25 12:07:49] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo ETH-140 criado | Status: sucesso
[2025-08-25 12:07:50] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 319 criada | Status: sucesso
[2025-08-25 12:08:35] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-078 criado | Status: sucesso
[2025-08-25 12:08:35] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 320 criada | Status: sucesso
[2025-08-25 12:09:24] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo USB-079 criado | Status: sucesso
[2025-08-25 12:09:24] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 321 criada | Status: sucesso
[2025-08-25 12:10:21] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-083 criado | Status: sucesso
[2025-08-25 12:10:21] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 322 criada | Status: sucesso
[2025-08-25 12:10:53] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-084 criado | Status: sucesso
[2025-08-25 12:10:53] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 323 criada | Status: sucesso
[2025-08-25 12:11:32] Usuario: admin_wh | Acao: criar_cabo | Detalhes: Cabo HDM-085 criado | Status: sucesso
[2025-08-25 12:11:32] Usuario: admin_wh | Acao: criar_conexao_cabo | Detalhes: Conexão de cabo 324 criada | Status: sucesso
